engagement_id,employee_id,employee_level,department,region,engagement_score,leadership_score,workload_score,comment_text,survey_date,insert_ts
04c340a4-dff5-4b77-af51-f2d054387589,E67854,Manager,Advisory,Americas,3,3,2,Burnout risk,2023-02-09,2025-12-19 08:13:39.332561
60e275b7-ab2a-4d6a-8661-87e4a9dad345,E86423,Manager,Audit,Americas,5,3,4,Enjoy working with my team,2023-08-11,2025-12-19 08:13:39.332569
d283cb4f-4302-403f-bbfc-3a945aec6622,E12163,Associate,Tax,EMEA,2,4,2,Good work culture,2023-02-25,2025-12-19 08:13:39.332577
3220cd21-5a06-4e2b-852f-1be91e94db85,E57015,Associate,Advisory,EMEA,1,4,5,Enjoy working with my team,2024-12-30,2025-12-19 08:13:39.332585
78524f79-c433-4612-9a95-000f20322c6b,E94931,Associate,Advisory,Americas,1,1,2,Leadership communication can improve,2023-07-20,2025-12-19 08:13:39.332594
67d519d7-699b-42cb-8061-668f34c9c107,E72445,Senior Associate,Tax,EMEA,3,2,4,High workload but supportive team,2024-09-01,2025-12-19 08:13:39.332602
a002cd77-cefa-4ee7-99be-c109178fbb34,E51537,Director,Advisory,EMEA,4,1,3,Leadership communication can improve,2023-11-02,2025-12-19 08:13:39.332610
b8617af7-7ec7-42ee-8880-cfedd036c609,E77741,Associate,Advisory,APAC,2,5,5,Enjoy working with my team,2024-09-15,2025-12-19 08:13:39.332619
5dfea59f-758c-4e0c-b573-b61508c9f04f,E88816,Associate,Advisory,EMEA,5,2,4,Good work culture,2023-02-20,2025-12-19 08:13:39.332627
4c9b340a-4406-4faf-ab18-e7c2c76da436,E96095,Senior Associate,Tax,APAC,2,1,2,High workload but supportive team,2024-02-05,2025-12-19 08:13:39.332636
1dc4ff91-8a30-4a9b-b4ea-aeb6ee20ec7f,E76756,Senior Associate,Advisory,EMEA,4,1,2,Good work culture,2023-09-13,2025-12-19 08:13:39.332644
225740d8-2bd1-4178-8137-9c6b5e19db02,E66958,Manager,Audit,EMEA,4,4,1,High workload but supportive team,2024-09-14,2025-12-19 08:13:39.332653
895b20ab-0a26-41ee-9810-46dfb769cb20,E18834,Manager,Audit,Americas,3,1,5,Leadership communication can improve,2024-02-28,2025-12-19 08:13:39.332662
c0cae740-2d4c-4597-accd-5cfb5928e40e,E21137,Director,Advisory,Americas,3,3,5,Burnout risk,2023-06-10,2025-12-19 08:13:39.332670
f8b50807-d130-4e72-b6c6-842e760ae34d,E30334,Senior Associate,Tax,EMEA,3,2,5,Leadership communication can improve,2024-07-23,2025-12-19 08:13:39.332679
2ed078ce-61c2-4892-bc2d-11df169351df,E74257,Associate,Advisory,APAC,1,2,2,Burnout risk,2024-12-31,2025-12-19 08:13:39.332687
2153a5f3-c9ca-48f3-a19b-c138726ac167,E33243,Senior Associate,Audit,EMEA,2,5,4,Burnout risk,2024-09-19,2025-12-19 08:13:39.332695
db676f12-576b-432b-b701-9964d5d2d37f,E75254,Associate,Advisory,Americas,2,3,5,Enjoy working with my team,2023-11-04,2025-12-19 08:13:39.332707
8b4e41df-19df-4d81-88d8-da260d3ea3fd,E73494,Senior Associate,Advisory,Americas,3,4,3,Enjoy working with my team,2023-10-11,2025-12-19 08:13:39.332720
a73c8e75-5447-44ac-b469-2e120cf07f6b,E98590,Manager,Advisory,APAC,4,2,5,High workload but supportive team,2023-04-16,2025-12-19 08:13:39.332740
a81d1f75-c41e-4e80-a63c-f4f9c5388da2,E11285,Associate,Tax,EMEA,1,5,5,Good work culture,2024-07-06,2025-12-19 08:13:39.332760
e01fffb9-7a50-4ae3-ae41-d6ee8acc0dfa,E72938,Manager,Advisory,Americas,3,3,1,Leadership communication can improve,2024-07-09,2025-12-19 08:13:39.332768
1ef5d8b6-112f-4fa0-897d-2d15080f1e79,E24563,Associate,Advisory,Americas,1,1,1,Burnout risk,2024-10-19,2025-12-19 08:13:39.332777
b348da39-0b90-4430-b9e0-091d3da3dba1,E82883,Director,Advisory,Americas,4,3,3,Enjoy working with my team,2024-03-21,2025-12-19 08:13:39.332818
5c93107f-57bf-41ce-9035-f133a86abc16,E20404,Senior Associate,Advisory,Americas,5,4,4,High workload but supportive team,2024-01-29,2025-12-19 08:13:39.332826
37332a37-7bb3-424b-bbd1-8d3b1dcfba34,E93099,Manager,Advisory,EMEA,2,2,2,Leadership communication can improve,2024-03-30,2025-12-19 08:13:39.332835
5e9eb948-0275-44e4-897c-3d126b1056c1,E68023,Manager,Tax,Americas,4,2,2,Enjoy working with my team,2024-08-14,2025-12-19 08:13:39.332843
7020ca88-7f23-4ccc-9558-cd95057df82d,E29385,Senior Associate,Tax,EMEA,2,5,1,Burnout risk,2023-03-18,2025-12-19 08:13:39.332851
29a88062-bf62-4212-acc8-c1eddbe6f85f,E55210,Associate,Audit,APAC,4,3,2,Burnout risk,2024-10-16,2025-12-19 08:13:39.332860
a9a66b21-f3ee-4cad-a407-9c8f8ac0281b,E75370,Senior Associate,Advisory,EMEA,1,3,2,Good work culture,2024-09-06,2025-12-19 08:13:39.332870
dcce73bf-1f8f-4a3e-a39a-272fe29eeadc,E47983,Associate,Advisory,Americas,1,3,4,High workload but supportive team,2024-03-02,2025-12-19 08:13:39.332881
29fbe733-839a-4bab-894c-46d84905cf16,E13463,Director,Tax,Americas,4,2,5,Good work culture,2023-10-04,2025-12-19 08:13:39.332891
190f55b5-d8d6-4da1-8bcf-285c79205cc7,E56583,Director,Advisory,APAC,4,4,1,Burnout risk,2024-06-29,2025-12-19 08:13:39.332902
00783153-43ed-4a8c-abf0-9cbdb55eff01,E51560,Associate,Tax,Americas,1,4,3,Enjoy working with my team,2023-08-26,2025-12-19 08:13:39.332916
b8fb8457-8c59-44bf-9d85-7916dabdf965,E60969,Director,Advisory,APAC,5,4,5,Burnout risk,2023-12-25,2025-12-19 08:13:39.332928
997d0d12-17aa-46ce-bbac-74a3133efcb7,E78678,Director,Advisory,Americas,5,3,3,Enjoy working with my team,2023-04-30,2025-12-19 08:13:39.332962
f5125394-d59d-49a2-a2e7-594aa24a48fd,E42078,Associate,Tax,Americas,5,3,3,Leadership communication can improve,2024-09-07,2025-12-19 08:13:39.332974
62bcd0e9-43bc-4c23-a89d-3988892146a9,E61157,Associate,Advisory,APAC,5,3,2,Leadership communication can improve,2024-05-05,2025-12-19 08:13:39.332984
f5c0e449-8ebd-4f9f-8326-8774f0362769,E42895,Director,Advisory,EMEA,3,2,4,High workload but supportive team,2023-03-23,2025-12-19 08:13:39.332993
5b7e955e-01f0-43ce-be3b-b8fbf7b91c8d,E28560,Senior Associate,Tax,EMEA,5,4,4,Leadership communication can improve,2024-01-28,2025-12-19 08:13:39.333003
ecefcd07-c501-4cb2-b0b5-39168785d6cb,E19529,Associate,Tax,Americas,5,4,3,Leadership communication can improve,2024-05-19,2025-12-19 08:13:39.333014
a9972466-511b-4d89-85f5-fd676a48b683,E87676,Senior Associate,Audit,Americas,2,5,1,Good work culture,2023-03-03,2025-12-19 08:13:39.333026
414692bc-6023-4381-919a-9ffb4b5b2e7d,E52426,Associate,Advisory,EMEA,3,1,4,High workload but supportive team,2024-01-24,2025-12-19 08:13:39.333037
92a23ece-1733-4fda-8920-a595b3a2adfb,E52216,Manager,Advisory,APAC,3,5,1,Burnout risk,2023-08-18,2025-12-19 08:13:39.333046
a1b4e5ca-0e75-4447-abcd-7dabc6bedf53,E46339,Manager,Audit,EMEA,4,2,4,Good work culture,2023-05-18,2025-12-19 08:13:39.333056
cf5ce54d-ad49-4b2e-a823-862acb727b71,E34699,Senior Associate,Audit,APAC,4,3,2,High workload but supportive team,2024-01-16,2025-12-19 08:13:39.333067
3e1db7ef-dbc9-42ad-9f80-b72b6f7509b1,E35526,Manager,Tax,EMEA,3,5,5,Good work culture,2024-08-07,2025-12-19 08:13:39.333079
8d564f19-e852-4b3f-a21c-308ccc309f7c,E61898,Senior Associate,Tax,APAC,1,5,4,Good work culture,2024-06-21,2025-12-19 08:13:39.333089
61ca8dab-7f99-4268-be23-cf97ad6ef565,E74236,Director,Tax,EMEA,4,5,5,High workload but supportive team,2024-12-19,2025-12-19 08:13:39.333099
1d89487d-e880-4876-9132-77e97bc92482,E72402,Senior Associate,Advisory,EMEA,2,1,5,Enjoy working with my team,2024-04-11,2025-12-19 08:13:39.333108
419369c2-b662-4dcc-97ee-a2672f780907,E38769,Senior Associate,Advisory,EMEA,4,1,5,Enjoy working with my team,2024-11-04,2025-12-19 08:13:39.333120
381a115a-c2b3-4631-862f-7e0ac7acb5df,E84630,Director,Tax,EMEA,3,1,1,Leadership communication can improve,2023-10-12,2025-12-19 08:13:39.333130
7abf7fe9-7292-4ae3-be89-ddcad7bd9d09,E57683,Associate,Advisory,Americas,2,5,4,High workload but supportive team,2024-09-16,2025-12-19 08:13:39.333143
0943f120-5c0c-4270-86fa-c1242d731ce4,E13565,Associate,Audit,EMEA,5,2,2,High workload but supportive team,2024-02-19,2025-12-19 08:13:39.333153
3cf3a2f6-1e6d-48fc-ba6d-cebbb079e51e,E56621,Senior Associate,Advisory,Americas,2,3,3,Enjoy working with my team,2023-09-01,2025-12-19 08:13:39.333163
1d9efaf9-a6e6-4631-a5a9-4a6168ee46a2,E12057,Manager,Tax,EMEA,1,3,4,Enjoy working with my team,2023-05-04,2025-12-19 08:13:39.333197
b656c237-9823-4dfe-b140-a1e4cb43fa64,E18871,Director,Advisory,EMEA,2,5,5,Enjoy working with my team,2023-06-18,2025-12-19 08:13:39.333206
a0e2aa4c-c564-4f1b-a1da-1268ebd1ca82,E46432,Manager,Tax,APAC,5,5,4,Good work culture,2024-06-02,2025-12-19 08:13:39.333216
67e53f51-732c-43a6-81b4-b84f7f26750d,E97982,Manager,Audit,EMEA,3,3,2,Burnout risk,2023-01-03,2025-12-19 08:13:39.333225
fe08ce88-aafb-492b-9a59-df6b9cd82464,E57784,Senior Associate,Tax,EMEA,3,5,4,High workload but supportive team,2024-03-23,2025-12-19 08:13:39.333237
f856d976-3258-4c0c-97cc-c44946b55d2f,E78363,Senior Associate,Tax,EMEA,1,4,1,Leadership communication can improve,2023-03-26,2025-12-19 08:13:39.333246
0837f288-ecc4-43c2-81e5-8d21996119f1,E34888,Associate,Advisory,Americas,4,4,2,Good work culture,2023-05-12,2025-12-19 08:13:39.333257
c96f9982-8f05-474f-a6c3-78b74a290740,E80088,Associate,Advisory,EMEA,5,2,5,Enjoy working with my team,2023-01-29,2025-12-19 08:13:39.333267
52446078-9c0c-4e60-91b8-af1b42ee4a24,E34007,Director,Tax,EMEA,2,4,5,Burnout risk,2023-06-09,2025-12-19 08:13:39.333276
d1770494-8236-435e-a541-94697c4728e7,E24632,Manager,Tax,Americas,2,3,1,High workload but supportive team,2024-04-29,2025-12-19 08:13:39.333286
3d33cf4b-febe-4da3-b6e1-970065087c42,E23556,Director,Audit,APAC,4,2,5,Good work culture,2024-06-25,2025-12-19 08:13:39.333295
37e4386a-bb75-4d6e-bd6d-ab437614fefb,E58756,Senior Associate,Audit,EMEA,5,3,5,High workload but supportive team,2024-03-11,2025-12-19 08:13:39.333305
d6792774-6cd8-4eb1-8140-86a769fed193,E77618,Associate,Advisory,EMEA,2,2,5,Enjoy working with my team,2024-03-11,2025-12-19 08:13:39.333315
b3d7d497-00aa-4509-9546-3a42c442de7b,E54036,Director,Audit,EMEA,4,4,3,Leadership communication can improve,2024-07-31,2025-12-19 08:13:39.333327
60c29406-f29c-415c-a7bf-4551562200ad,E56625,Director,Audit,Americas,3,3,1,Good work culture,2023-11-23,2025-12-19 08:13:39.333337
28839caf-0d47-46df-893e-fadc735102eb,E93729,Director,Advisory,Americas,2,3,1,Leadership communication can improve,2023-02-10,2025-12-19 08:13:39.333348
ae9e7cd2-fff0-46ba-a67b-dbe8228a0059,E33440,Manager,Tax,Americas,5,5,5,Burnout risk,2023-03-08,2025-12-19 08:13:39.333358
662016aa-b07d-41d6-a196-f93a08925c21,E13380,Manager,Advisory,Americas,4,2,2,Leadership communication can improve,2024-05-11,2025-12-19 08:13:39.333371
94309e12-c7f6-4e46-a2b9-dd5cbd409599,E76040,Manager,Advisory,EMEA,2,1,5,Good work culture,2023-06-06,2025-12-19 08:13:39.333381
6e7471f3-e308-402b-9b7c-a8577ccd06fa,E47765,Associate,Audit,EMEA,1,3,1,Enjoy working with my team,2023-11-07,2025-12-19 08:13:39.333391
0cb878fe-ce82-45cb-a17f-c9130a46be4c,E86002,Senior Associate,Audit,EMEA,4,1,5,Good work culture,2024-03-14,2025-12-19 08:13:39.333401
33baa1c3-3e38-48ae-8c28-c5c46f00eac1,E99198,Associate,Audit,EMEA,3,4,4,Good work culture,2023-08-25,2025-12-19 08:13:39.333412
55395f0a-e6d6-4b45-a2b2-c1e3b4325c4e,E94922,Manager,Audit,Americas,3,4,3,Good work culture,2023-02-13,2025-12-19 08:13:39.333422
a0aa8c29-4a18-43c7-8cc8-f493bef75f0d,E15430,Manager,Advisory,Americas,3,1,5,Burnout risk,2023-05-22,2025-12-19 08:13:39.333433
d82a9f8e-4437-4601-96a3-7daaa2ef2f5f,E27055,Director,Audit,EMEA,5,5,1,Enjoy working with my team,2023-11-14,2025-12-19 08:13:39.333443
8ed2749d-1983-47b0-97dc-eaac55ac0a33,E89558,Manager,Tax,APAC,3,4,3,Burnout risk,2023-02-11,2025-12-19 08:13:39.333452
4fa95910-07dc-47ba-9e78-e348e54778ef,E98833,Senior Associate,Tax,EMEA,2,5,2,Enjoy working with my team,2023-10-27,2025-12-19 08:13:39.333462
23678c89-cd87-46a2-8a7c-7cce8790a9b5,E73863,Senior Associate,Audit,EMEA,3,3,5,Good work culture,2024-05-11,2025-12-19 08:13:39.333471
ec48b639-936b-4a90-9e53-de97aba8b73c,E15030,Senior Associate,Audit,EMEA,1,3,2,Leadership communication can improve,2023-10-06,2025-12-19 08:13:39.333481
07c5c9ad-bc32-4ec4-9bae-5d9a04d24cc4,E94790,Director,Advisory,Americas,2,5,1,Good work culture,2023-02-05,2025-12-19 08:13:39.333491
546e9dcb-34d7-4d56-885b-623eb0da6d9c,E44059,Manager,Audit,Americas,5,1,3,Burnout risk,2024-07-10,2025-12-19 08:13:39.333500
bb621b14-6e5c-4d27-8806-4dda4f911e15,E64672,Director,Tax,APAC,3,1,3,Good work culture,2024-12-04,2025-12-19 08:13:39.333509
e291d0f5-1254-4033-a7ec-328623e74a4b,E85412,Director,Audit,Americas,4,1,5,Burnout risk,2024-05-29,2025-12-19 08:13:39.333518
ac670679-eee9-4635-8fd2-6c2387d5ca99,E68696,Senior Associate,Audit,EMEA,1,5,5,Good work culture,2024-02-12,2025-12-19 08:13:39.333531
e5b1bbde-d714-40d0-8df0-2b6238647b14,E63252,Associate,Audit,APAC,2,5,3,Enjoy working with my team,2024-09-09,2025-12-19 08:13:39.333541
5d1bf01f-e4ed-40af-b05c-234754c5fe14,E24232,Senior Associate,Tax,APAC,3,1,1,Enjoy working with my team,2023-09-16,2025-12-19 08:13:39.333550
0e58f17d-8a89-4fec-92c7-738de4a268a9,E52665,Manager,Advisory,EMEA,2,3,4,High workload but supportive team,2023-04-25,2025-12-19 08:13:39.333560
588c4fd6-68d9-40ce-abaa-e6e293e8982a,E30288,Manager,Audit,EMEA,1,2,4,Enjoy working with my team,2024-08-30,2025-12-19 08:13:39.333569
59362767-6eb9-460f-aece-bcdd1ca69aec,E75611,Director,Advisory,APAC,2,5,3,Enjoy working with my team,2024-10-16,2025-12-19 08:13:39.333578
0b621aa4-a2c4-4771-a483-0cf96d159127,E86593,Manager,Advisory,EMEA,3,1,5,Good work culture,2024-10-08,2025-12-19 08:13:39.333588
4c02e566-e696-4c2d-b139-c7ddecc4c2c0,E83933,Director,Audit,EMEA,2,2,1,Leadership communication can improve,2024-05-22,2025-12-19 08:13:39.333597
2c27f2cb-0f4d-4bf5-afa0-695943b303d9,E22327,Director,Audit,EMEA,2,4,1,Leadership communication can improve,2023-09-16,2025-12-19 08:13:39.333606
1a5caa77-b0f0-4efe-af61-d614d283242c,E68693,Associate,Advisory,EMEA,1,3,3,Good work culture,2024-01-14,2025-12-19 08:13:39.333616
ba3b9d52-8b9d-413e-8fba-043b4a77166f,E34294,Director,Advisory,EMEA,3,5,2,Burnout risk,2024-02-29,2025-12-19 08:13:39.333625
34135e64-84f4-46cd-b95f-ad5176d8004e,E88127,Manager,Tax,EMEA,3,1,5,Good work culture,2023-08-13,2025-12-19 08:13:39.333634
8f0f27dc-b296-448e-9c15-6eace56c1be0,E70674,Associate,Advisory,Americas,5,4,4,High workload but supportive team,2023-01-22,2025-12-19 08:13:39.333643
930ac23f-568a-40b1-ba3d-e7a3350775a8,E89028,Senior Associate,Tax,APAC,4,2,5,Enjoy working with my team,2023-11-30,2025-12-19 08:13:39.333652
fe38b311-f2c3-411b-96e5-3b703793b9d2,E31598,Manager,Audit,EMEA,4,1,4,Leadership communication can improve,2024-11-06,2025-12-19 08:13:39.333662
bffa250b-8e3f-4ae8-a1ec-14681a7aaf5f,E98588,Associate,Advisory,EMEA,3,3,1,High workload but supportive team,2024-03-21,2025-12-19 08:13:39.333671
89c59f5a-6a18-41b1-9008-3957e2d5006d,E26249,Senior Associate,Advisory,APAC,3,2,3,Leadership communication can improve,2023-12-16,2025-12-19 08:13:39.333680
66692e08-2931-4d99-ad84-036319a3364e,E60513,Associate,Tax,APAC,2,4,2,Good work culture,2023-08-01,2025-12-19 08:13:39.333690
dd2231de-037e-4f8f-8312-309d9ca69910,E79908,Manager,Audit,Americas,3,3,1,Good work culture,2024-08-12,2025-12-19 08:13:39.333700
1583eb39-4ac1-42f9-a5ec-04349e79742a,E97426,Manager,Advisory,APAC,3,2,4,Leadership communication can improve,2023-01-07,2025-12-19 08:13:39.333709
d7874bbf-f333-4eac-80ef-7309f2db9a75,E58207,Director,Tax,Americas,1,5,3,Burnout risk,2023-06-26,2025-12-19 08:13:39.333718
23b2c71e-6ea8-483b-9582-8593f738da74,E11735,Director,Audit,EMEA,1,2,4,High workload but supportive team,2023-07-30,2025-12-19 08:13:39.333728
f605facc-e0f9-4b74-b874-e72ba029e398,E50219,Associate,Tax,Americas,2,5,2,Enjoy working with my team,2024-06-26,2025-12-19 08:13:39.333736
6e47d718-3a27-4d12-a8d8-254aa08d40bb,E23804,Senior Associate,Audit,EMEA,4,2,4,High workload but supportive team,2023-09-07,2025-12-19 08:13:39.333746
4d69809a-3c68-4427-b225-91be63ad4ed9,E30270,Director,Audit,EMEA,4,4,4,Leadership communication can improve,2024-03-20,2025-12-19 08:13:39.333755
1e8e535c-d994-4bef-b2d7-704176fa3e1d,E90531,Manager,Tax,Americas,1,5,3,Enjoy working with my team,2024-07-04,2025-12-19 08:13:39.333765
