pdr_id,pursuit_id,account_id,pursuit_value_usd,outcome,overall_rating,planning_rating,execution_rating,lessons_learned,review_date,insert_ts
34c9c24c-ffea-40a7-a4de-c40bdf233e99,P7837,A1607,2583091,Won,4,4,4,Strong technical proposal,2024-07-04,2025-12-19 08:13:39.633511
8f7138d7-0f10-4c94-a2a3-7e29867529da,P6141,A1474,900749,Lost,3,5,4,Strong technical proposal,2024-04-15,2025-12-19 08:13:39.633521
e074383d-0428-4fea-8ec1-7d09bdc82920,P5372,A2675,1555148,Lost,1,1,4,Better risk assessment needed,2023-02-15,2025-12-19 08:13:39.633530
23b64612-841d-46de-bfb0-7cc86e3908fb,P7063,A1973,2280865,Won,4,5,3,Late stakeholder involvement,2024-07-27,2025-12-19 08:13:39.633540
de18cf33-0b5d-4b18-9864-7f7bb5518a84,P5494,A1741,2460612,Lost,2,3,3,Pricing strategy worked well,2023-11-30,2025-12-19 08:13:39.633550
f7b58574-ffda-4104-bd31-b02044c90952,P7005,A1092,2674693,Won,5,4,2,Late stakeholder involvement,2024-04-20,2025-12-19 08:13:39.633559
14719d3e-4666-45d2-8885-e1d770769d78,P6352,A1767,1869453,Won,5,1,3,Late stakeholder involvement,2024-09-16,2025-12-19 08:13:39.633568
1ee67fbe-81d5-4d5c-a30a-112d99d466b0,P8485,A2076,2963921,Won,2,4,4,Client expectations unclear,2024-08-25,2025-12-19 08:13:39.633578
2ad7ea4e-7d49-4f81-9341-c28140da3c37,P5130,A2495,4462205,Lost,5,3,2,Better risk assessment needed,2023-07-17,2025-12-19 08:13:39.633587
657bc5fb-360c-41c4-a12f-206400f52823,P8991,A1515,398181,Won,3,3,2,Better risk assessment needed,2023-10-05,2025-12-19 08:13:39.633603
2165771e-6a06-438c-8f1c-cb66947ae9c4,P5259,A2358,540012,Won,3,2,2,Strong technical proposal,2023-10-19,2025-12-19 08:13:39.633618
630845fe-8a19-4604-a928-1aacd514183b,P7622,A1898,3485748,Won,2,3,1,Late stakeholder involvement,2024-02-11,2025-12-19 08:13:39.633638
813468ad-e180-45d9-8543-9bc29f3d20c4,P5315,A2022,4071185,Won,5,4,4,Late stakeholder involvement,2023-07-16,2025-12-19 08:13:39.633653
66c9b75b-c4f7-4825-95fe-c4a5d5414a86,P8802,A2049,4524190,Lost,5,4,4,Pricing strategy worked well,2024-09-09,2025-12-19 08:13:39.633668
716ebc80-2620-4002-b09a-1bfd43e701c5,P8737,A2949,932985,Won,2,1,5,Client expectations unclear,2023-08-26,2025-12-19 08:13:39.633683
f328a25a-1751-4b3e-88e2-67b9e4d1793f,P6519,A2937,3504140,Lost,4,2,2,Late stakeholder involvement,2024-11-25,2025-12-19 08:13:39.633699
8238a904-2dd2-4f6c-8da6-e0695422afd5,P8292,A2776,4222580,Won,2,2,2,Client expectations unclear,2024-08-09,2025-12-19 08:13:39.633713
f26e8393-f563-43ad-9d05-5fc259ca40d6,P5053,A1944,2879431,Lost,5,1,5,Better risk assessment needed,2023-03-15,2025-12-19 08:13:39.633728
e2aa014e-c2f5-481b-b6d4-15859ae27b2b,P9662,A1725,2753471,Lost,4,3,3,Late stakeholder involvement,2024-01-30,2025-12-19 08:13:39.633743
c7782d64-cf7e-4c3a-9796-bb8734d057b5,P9947,A1846,895325,Won,1,4,5,Client expectations unclear,2023-03-19,2025-12-19 08:13:39.633758
ccff6d20-b6de-429a-8d13-86c11e5cfd09,P5200,A2251,4559306,Won,1,5,2,Strong technical proposal,2024-01-01,2025-12-19 08:13:39.633773
fb27e096-c146-4517-a577-3c7910ebc13d,P5382,A2888,85279,Lost,5,4,5,Late stakeholder involvement,2024-10-20,2025-12-19 08:13:39.633788
24c071e1-f521-46e6-90ca-b2c8f9742cc7,P5421,A2069,4862758,Won,4,1,4,Client expectations unclear,2023-06-16,2025-12-19 08:13:39.633802
f2a2de61-6506-41ec-8c14-95994b4c6108,P6348,A1919,500133,Won,2,4,1,Late stakeholder involvement,2024-03-23,2025-12-19 08:13:39.633817
b71bfaf6-7d9f-4453-a0f5-2f63619dbcc1,P9678,A1718,1852130,Lost,2,2,5,Strong technical proposal,2023-03-04,2025-12-19 08:13:39.633831
89f22b30-0eea-4341-be33-4603cda510bf,P8189,A2347,2225656,Lost,1,1,1,Strong technical proposal,2023-12-29,2025-12-19 08:13:39.633846
37852434-eb35-4ba7-96ed-6590bad9938c,P5964,A1815,3706947,Won,4,2,5,Better risk assessment needed,2024-11-06,2025-12-19 08:13:39.633860
564dc775-2f16-4966-a02a-f18e5037f3eb,P9395,A2790,3301195,Lost,5,2,1,Better risk assessment needed,2024-06-11,2025-12-19 08:13:39.633875
ea7199df-9fa1-4f56-b302-ac5bb3a65c9d,P6835,A2900,3707878,Lost,3,1,4,Strong technical proposal,2023-01-17,2025-12-19 08:13:39.633889
6372c0a1-23b2-4e66-9ae8-5e830261f11a,P8875,A2470,3319624,Lost,4,4,2,Better risk assessment needed,2023-12-26,2025-12-19 08:13:39.633904
6c6efad6-80d0-4dd7-a3dc-2de359e38dd9,P8752,A1753,597361,Lost,1,3,3,Client expectations unclear,2023-06-21,2025-12-19 08:13:39.633918
120d3745-1594-4675-b1b0-bb29e3e8416f,P7538,A1143,2303162,Won,1,5,1,Strong technical proposal,2023-08-06,2025-12-19 08:13:39.633932
b8d625f3-6ae0-4724-b477-5229dcb63a0f,P9696,A2696,238361,Lost,1,1,3,Strong technical proposal,2023-09-24,2025-12-19 08:13:39.633947
db6f49b4-b975-442a-ab0c-adf439ecf0f9,P5863,A2783,4699772,Won,4,4,5,Client expectations unclear,2023-12-18,2025-12-19 08:13:39.633961
bbbdf091-a898-4bc1-a809-dd359b8663ea,P5471,A2135,1881907,Lost,1,1,4,Strong technical proposal,2024-06-09,2025-12-19 08:13:39.633976
72f79370-256d-41a9-899b-403ed2676a1a,P8469,A2412,4312792,Won,2,2,4,Better risk assessment needed,2023-05-26,2025-12-19 08:13:39.633992
8847edee-6a4f-44a2-ae9f-86db6c944017,P5139,A1830,1731061,Won,4,4,5,Late stakeholder involvement,2024-10-01,2025-12-19 08:13:39.634006
4664db78-cffe-455c-ad9e-bae02ff7e310,P9075,A1318,314669,Won,4,3,2,Better risk assessment needed,2024-11-12,2025-12-19 08:13:39.634021
5e444305-6805-40b3-8689-3be5e98f6181,P7544,A1317,4406925,Won,2,5,4,Client expectations unclear,2024-08-23,2025-12-19 08:13:39.634035
61927943-3084-4ee9-8ace-3fae6132c3bf,P6020,A1827,2048380,Lost,1,3,2,Late stakeholder involvement,2024-02-12,2025-12-19 08:13:39.634051
c3b4ffa4-9256-4e7a-b799-e5dfe1f50e7b,P9118,A1407,3845647,Won,3,3,5,Late stakeholder involvement,2024-02-17,2025-12-19 08:13:39.634065
55b3256e-8e17-4fee-834f-665606c6b582,P9680,A1193,2428252,Won,3,3,3,Client expectations unclear,2023-11-29,2025-12-19 08:13:39.634080
c8d17848-e154-452f-9a8c-b9a5e0b7a5cd,P7628,A1707,4962596,Won,5,3,2,Client expectations unclear,2024-11-22,2025-12-19 08:13:39.634095
addceb8f-1a68-43ed-8e5a-eded14ec1adb,P9571,A2829,4212243,Lost,3,4,3,Better risk assessment needed,2023-05-26,2025-12-19 08:13:39.634109
357ad480-0efc-4ea6-8904-507cdd2ac171,P7111,A1058,4697529,Won,3,1,3,Better risk assessment needed,2024-12-10,2025-12-19 08:13:39.634123
9bf88ad8-2753-47da-af9e-29ed656a971f,P7805,A2151,1810304,Won,4,4,1,Strong technical proposal,2024-01-13,2025-12-19 08:13:39.634138
4b0b5cb4-823d-43e4-b81a-645f256be2c6,P6572,A1903,4344649,Won,5,1,3,Better risk assessment needed,2024-01-01,2025-12-19 08:13:39.634152
57d1b01e-3ed1-47c8-8999-e70c5faceb32,P5135,A2757,3953431,Won,4,2,4,Better risk assessment needed,2024-01-17,2025-12-19 08:13:39.634167
c089b5c2-ccdb-4835-a799-f23dd0ba4f64,P7370,A1997,2314275,Won,5,1,3,Late stakeholder involvement,2024-06-21,2025-12-19 08:13:39.634182
5d9d04fc-f0cf-4cc6-acd1-06cfe3d03e4e,P9758,A1731,4380947,Lost,2,5,3,Client expectations unclear,2023-10-18,2025-12-19 08:13:39.634197
b02c4811-bf0d-465d-8ea7-80941c2eceda,P8383,A2656,3888324,Won,4,5,4,Pricing strategy worked well,2024-09-05,2025-12-19 08:13:39.634211
6ee4e40a-194f-4689-87d5-934719f260a9,P5824,A2696,1527714,Won,5,1,3,Pricing strategy worked well,2024-06-13,2025-12-19 08:13:39.634226
c8adfd57-84e6-4ca3-a903-8e7bdfa12267,P7042,A1456,2687310,Won,3,2,3,Better risk assessment needed,2024-12-01,2025-12-19 08:13:39.634240
dfe103f5-6ca8-44ae-9973-7903ab41d4ff,P7924,A2428,1792623,Lost,5,2,3,Pricing strategy worked well,2023-03-11,2025-12-19 08:13:39.634255
30e4e2c6-efec-4164-a301-15e10ff3ce37,P5474,A2495,1754656,Lost,5,2,4,Strong technical proposal,2024-02-16,2025-12-19 08:13:39.634269
